"","stim_sex","picID","correct","emotion","race","stimNum","rt","response","partno","sub_sex","acc"
"385","Male","AngryMaleWhite2","2","Angry","White","31","9476","5",108,0,0
"395","Male","HappyMaleWhite","3","Happy","White","1","2931","3",108,0,1
"405","Female","SadFemaleWhite","4","Sad","White","2","2230","4",108,0,1
"418","Female","FearFemaleWhite","1","Fear","White","13","4445","5",108,0,0
"425","Male","SurpriseMaleWhite","6","Surprise","White","21","1122","6",108,0,1
"435","Male","AngryMaleWhite","2","Angry","White","3","907","2",108,0,1
"445","Female","SadFemaleWhite2","4","Sad","White","4","1076","4",108,0,1
"455","Male","DisgustMaleWhite6","5","Disgust","White","17","1466","5",108,0,1
"465","Female","AngryFemaleWhite","2","Angry","White","6","1056","2",108,0,1
"475","Male","SadMaleWhite","4","Sad","White","11","3682","4",108,0,1
"485","Female","NeutralFemaleWhite3","7","Neutral","White","20","1354","7",108,0,1
"495","Female","SurpriseFemaleWhite","6","Surprise","White","5","1922","6",108,0,1
"505","Male","DisgustMaleWhite5","5","Disgust","White","16","1455","5",108,0,1
"518","Male","FearMaleWhite","1","Fear","White","14","1850","6",108,0,0
"525","Male","NeutralMaleWhite","7","Neutral","White","30","1117","7",108,0,1
"535","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1455","3",108,0,0
"545","Male","SurpriseMaleWhite2","6","Surprise","White","22","3081","6",108,0,1
"555","Male","HappyMaleWhite3","3","Happy","White","10","1794","3",108,0,1
"565","Female","DisgustFemaleWhite3","5","Disgust","White","29","3929","1",108,0,0
"575","Female","NeutralFemaleWhite","7","Neutral","White","18","987","7",108,0,1
"585","Male","HappyMaleWhite2","3","Happy","White","9","1247","3",108,0,1
"595","Female","DisgustFemaleWhite2","5","Disgust","White","26","1238","5",108,0,1
"605","Male","NeutralMaleWhite3","7","Neutral","White","34","375","7",108,0,1
"218","Male","FearMaleWhite","1","Fear","White","14","3831","5",109,0,0
"330","Male","HappyMaleWhite2","3","Happy","White","9","4874","7",109,0,0
"419","Female","SurpriseFemaleWhite","6","Surprise","White","5","1915","3",109,0,0
"519","Male","AngryMaleWhite2","2","Angry","White","31","2130","2",109,0,1
"65","Female","SadFemaleWhite","4","Sad","White","2","6884","5",109,0,0
"75","Male","SurpriseMaleWhite2","6","Surprise","White","22","1712","6",109,0,1
"85","Male","SadMaleWhite2","4","Sad","White","12","695","7",109,0,0
"95","Female","NeutralFemaleWhite","7","Neutral","White","18","789","7",109,0,1
"105","Male","HappyMaleWhite3","3","Happy","White","10","1860","3",109,0,1
"115","Female","DisgustFemaleWhite2","5","Disgust","White","26","1176","5",109,0,1
"125","Female","FearFemaleWhite2","1","Fear","White","23","1224","1",109,0,1
"135","Male","SadMaleWhite","4","Sad","White","11","3270","4",109,0,1
"145","Male","FearMaleWhite2","1","Fear","White","32","772","1",109,0,1
"155","Female","NeutralFemaleWhite2","7","Neutral","White","19","2217","7",109,0,1
"165","Female","HappyFemaleWhite3","3","Happy","White","28","1497","3",109,0,1
"175","Male","NeutralMaleWhite2","7","Neutral","White","33","838","7",109,0,1
"185","Male","NeutralMaleWhite3","7","Neutral","White","34","343","7",109,0,1
"195","Male","NeutralMaleWhite","7","Neutral","White","30","445","7",109,0,1
"205","Female","DisgustFemaleWhite3","5","Disgust","White","29","979","1",109,0,0
"219","Female","HappyFemaleWhite","3","Happy","White","7","742","3",109,0,1
"225","Female","SurpriseFemaleWhite2","6","Surprise","White","27","2194","6",109,0,1
"235","Female","SadFemaleWhite2","4","Sad","White","4","1532","4",109,0,1
"245","Male","HappyMaleWhite","3","Happy","White","1","625","3",109,0,1
"255","Female","AngryFemaleWhite","2","Angry","White","6","1585","2",109,0,1
"265","Female","DisgustFemaleWhite","5","Disgust","White","25","1210","5",109,0,1
"2711","Female","FearFemaleWhite","1","Fear","White","13","1159","1",109,0,1
"2811","Male","DisgustMaleWhite5","5","Disgust","White","16","1364","5",109,0,1
"2911","Female","AngryFemaleWhite2","2","Angry","White","24","443","7",109,0,0
"3011","Male","DisgustMaleWhite3","5","Disgust","White","15","838","5",109,0,1
"3113","Female","NeutralFemaleWhite3","7","Neutral","White","20","4810","4",109,0,0
"3211","Male","DisgustMaleWhite6","5","Disgust","White","17","560","5",109,0,1
"3311","Male","AngryMaleWhite","2","Angry","White","3","892","2",109,0,1
"3411","Female","HappyFemaleWhite2","3","Happy","white","8","52","3",109,0,1
"3511","Male","SurpriseMaleWhite","6","Surprise","White","21","771","1",109,0,0
"220","Male","FearMaleWhite","1","Fear","White","14","5571","1",11,1,1
"340","Female","DisgustFemaleWhite","5","Disgust","White","25","2361","4",11,1,0
"420","Male","AngryMaleWhite","2","Angry","White","3","2076","2",11,1,1
"520","Female","SadFemaleWhite","4","Sad","White","2","4482","5",11,1,0
"66","Female","FearFemaleWhite2","1","Fear","White","23","5084","6",11,1,0
"76","Female","SurpriseFemaleWhite","6","Surprise","White","5","3620","3",11,1,0
"86","Female","HappyFemaleWhite2","3","Happy","white","8","3062","3",11,1,1
"96","Female","HappyFemaleWhite3","3","Happy","White","28","497","3",11,1,1
"106","Male","NeutralMaleWhite3","7","Neutral","White","34","1974","4",11,1,0
"116","Female","AngryFemaleWhite2","2","Angry","White","24","5579","7",11,1,0
"126","Male","DisgustMaleWhite6","5","Disgust","White","17","2351","6",11,1,0
"136","Male","SurpriseMaleWhite2","6","Surprise","White","22","1770","6",11,1,1
"146","Male","HappyMaleWhite2","3","Happy","White","9","1708","7",11,1,0
"156","Female","SadFemaleWhite2","4","Sad","White","4","2383","4",11,1,1
"166","Female","NeutralFemaleWhite","7","Neutral","White","18","1723","7",11,1,1
"176","Male","DisgustMaleWhite5","5","Disgust","White","16","1790","5",11,1,1
"186","Male","NeutralMaleWhite","7","Neutral","White","30","1352","7",11,1,1
"196","Male","SadMaleWhite2","4","Sad","White","12","1775","4",11,1,1
"206","Female","DisgustFemaleWhite3","5","Disgust","White","29","1530","1",11,1,0
"2110","Male","FearMaleWhite2","1","Fear","White","32","1759","1",11,1,1
"226","Male","NeutralMaleWhite2","7","Neutral","White","33","1258","7",11,1,1
"236","Female","NeutralFemaleWhite2","7","Neutral","White","19","2780","4",11,1,0
"246","Male","HappyMaleWhite3","3","Happy","White","10","1888","3",11,1,1
"256","Male","HappyMaleWhite","3","Happy","White","1","2669","3",11,1,1
"266","Male","SurpriseMaleWhite","6","Surprise","White","21","1337","1",11,1,0
"2712","Male","AngryMaleWhite2","2","Angry","White","31","1772","6",11,1,0
"2812","Female","HappyFemaleWhite","3","Happy","White","7","1426","3",11,1,1
"2912","Female","DisgustFemaleWhite2","5","Disgust","White","26","2277","5",11,1,1
"3012","Female","NeutralFemaleWhite3","7","Neutral","White","20","2623","4",11,1,0
"3114","Female","FearFemaleWhite","1","Fear","White","13","1434","1",11,1,1
"3212","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1836","6",11,1,1
"3312","Male","DisgustMaleWhite3","5","Disgust","White","15","1946","5",11,1,1
"3412","Male","SadMaleWhite","4","Sad","White","11","4293","4",11,1,1
"3512","Female","AngryFemaleWhite","2","Angry","White","6","1486","2",11,1,1
"2713","Female","HappyFemaleWhite3","3","Happy","White","28","2950","3",110,1,1
"2813","Male","SadMaleWhite2","4","Sad","White","12","2499","4",110,1,1
"2913","Male","SadMaleWhite","4","Sad","White","11","4627","4",110,1,1
"3013","Female","DisgustFemaleWhite","5","Disgust","White","25","1664","7",110,1,0
"3115","Male","AngryMaleWhite2","2","Angry","White","31","2414","2",110,1,1
"3213","Male","HappyMaleWhite","3","Happy","White","1","2446","3",110,1,1
"3313","Male","NeutralMaleWhite2","7","Neutral","White","33","1811","7",110,1,1
"3413","Female","NeutralFemaleWhite3","7","Neutral","White","20","561","7",110,1,1
"3513","Male","DisgustMaleWhite6","5","Disgust","White","17","2948","6",110,1,0
"366","Male","NeutralMaleWhite","7","Neutral","White","30","2321","7",110,1,1
"376","Male","SurpriseMaleWhite","6","Surprise","White","21","3857","6",110,1,1
"386","Male","HappyMaleWhite2","3","Happy","White","9","1092","7",110,1,0
"396","Female","FearFemaleWhite2","1","Fear","White","23","5104","1",110,1,1
"406","Male","DisgustMaleWhite3","5","Disgust","White","15","2459","3",110,1,0
"4110","Male","FearMaleWhite2","1","Fear","White","32","2291","1",110,1,1
"426","Female","HappyFemaleWhite2","3","Happy","white","8","1694","3",110,1,1
"436","Female","SurpriseFemaleWhite","6","Surprise","White","5","1899","7",110,1,0
"446","Male","AngryMaleWhite","2","Angry","White","3","1567","2",110,1,1
"456","Male","HappyMaleWhite3","3","Happy","White","10","1759","3",110,1,1
"466","Female","NeutralFemaleWhite2","7","Neutral","White","19","3564","7",110,1,1
"476","Male","NeutralMaleWhite3","7","Neutral","White","34","1798","7",110,1,1
"486","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1752","6",110,1,1
"496","Female","DisgustFemaleWhite2","5","Disgust","White","26","1372","5",110,1,1
"506","Female","SadFemaleWhite2","4","Sad","White","4","1480","4",110,1,1
"5110","Female","SadFemaleWhite","4","Sad","White","2","1284","4",110,1,1
"526","Female","HappyFemaleWhite","3","Happy","White","7","1844","3",110,1,1
"536","Female","AngryFemaleWhite","2","Angry","White","6","1926","2",110,1,1
"546","Male","FearMaleWhite","1","Fear","White","14","2781","5",110,1,0
"556","Female","FearFemaleWhite","1","Fear","White","13","1582","1",110,1,1
"566","Male","DisgustMaleWhite5","5","Disgust","White","16","1368","5",110,1,1
"576","Female","AngryFemaleWhite2","2","Angry","White","24","1712","7",110,1,0
"586","Female","DisgustFemaleWhite3","5","Disgust","White","29","6570","5",110,1,1
"596","Female","NeutralFemaleWhite","7","Neutral","White","18","925","7",110,1,1
"606","Male","SurpriseMaleWhite2","6","Surprise","White","22","2485","6",110,1,1
"227","Female","HappyFemaleWhite","3","Happy","White","7","3399","3",111,0,1
"350","Female","AngryFemaleWhite","2","Angry","White","6","7239","2",111,0,1
"427","Male","SadMaleWhite","4","Sad","White","11","1682","4",111,0,1
"527","Female","DisgustFemaleWhite","5","Disgust","White","25","1225","7",111,0,0
"67","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1786","6",111,0,1
"77","Male","DisgustMaleWhite5","5","Disgust","White","16","1460","5",111,0,1
"87","Male","HappyMaleWhite","3","Happy","White","1","1639","3",111,0,1
"97","Female","NeutralFemaleWhite3","7","Neutral","White","20","990","7",111,0,1
"107","Male","HappyMaleWhite2","3","Happy","White","9","757","7",111,0,0
"117","Male","SurpriseMaleWhite","6","Surprise","White","21","1661","1",111,0,0
"127","Male","FearMaleWhite2","1","Fear","White","32","4670","5",111,0,0
"137","Male","NeutralMaleWhite3","7","Neutral","White","34","846","7",111,0,1
"147","Male","SadMaleWhite2","4","Sad","White","12","1998","4",111,0,1
"157","Female","HappyFemaleWhite2","3","Happy","white","8","1205","3",111,0,1
"167","Female","SadFemaleWhite","4","Sad","White","2","2643","4",111,0,1
"177","Female","SadFemaleWhite2","4","Sad","White","4","1122","4",111,0,1
"187","Male","AngryMaleWhite2","2","Angry","White","31","1513","6",111,0,0
"197","Female","FearFemaleWhite2","1","Fear","White","23","733","6",111,0,0
"207","Male","AngryMaleWhite","2","Angry","White","3","1358","2",111,0,1
"2111","Female","AngryFemaleWhite2","2","Angry","White","24","985","7",111,0,0
"228","Female","FearFemaleWhite","1","Fear","White","13","1155","1",111,0,1
"237","Female","SurpriseFemaleWhite","6","Surprise","White","5","513","7",111,0,0
"247","Female","NeutralFemaleWhite","7","Neutral","White","18","1053","4",111,0,0
"257","Female","NeutralFemaleWhite2","7","Neutral","White","19","561","7",111,0,1
"267","Male","HappyMaleWhite3","3","Happy","White","10","1214","3",111,0,1
"2714","Female","DisgustFemaleWhite3","5","Disgust","White","29","1442","5",111,0,1
"2814","Male","DisgustMaleWhite3","5","Disgust","White","15","396","5",111,0,1
"2914","Male","SurpriseMaleWhite2","6","Surprise","White","22","1006","6",111,0,1
"3014","Male","NeutralMaleWhite","7","Neutral","White","30","2172","4",111,0,0
"3116","Female","DisgustFemaleWhite2","5","Disgust","White","26","1374","5",111,0,1
"3214","Male","DisgustMaleWhite6","5","Disgust","White","17","1538","3",111,0,0
"3314","Female","HappyFemaleWhite3","3","Happy","White","28","1110","3",111,0,1
"3414","Male","FearMaleWhite","1","Fear","White","14","487","1",111,0,1
"3514","Male","NeutralMaleWhite2","7","Neutral","White","33","815","2",111,0,0
"2715","Female","HappyFemaleWhite2","3","Happy","white","8","3298","3",112,1,1
"2815","Male","NeutralMaleWhite","7","Neutral","White","30","3077","7",112,1,1
"2915","Female","DisgustFemaleWhite2","5","Disgust","White","26","2903","5",112,1,1
"3015","Male","SurpriseMaleWhite2","6","Surprise","White","22","3019","6",112,1,1
"3117","Female","FearFemaleWhite","1","Fear","White","13","10093","1",112,1,1
"3215","Male","NeutralMaleWhite3","7","Neutral","White","34","2747","7",112,1,1
"3315","Male","AngryMaleWhite","2","Angry","White","3","1735","2",112,1,1
"3415","Male","DisgustMaleWhite6","5","Disgust","White","17","9299","3",112,1,0
"3515","Male","HappyMaleWhite3","3","Happy","White","10","1505","3",112,1,1
"367","Female","NeutralFemaleWhite2","7","Neutral","White","19","1647","7",112,1,1
"377","Female","SurpriseFemaleWhite","6","Surprise","White","5","1734","7",112,1,0
"387","Male","HappyMaleWhite2","3","Happy","White","9","1607","7",112,1,0
"397","Female","NeutralFemaleWhite3","7","Neutral","White","20","1408","2",112,1,0
"407","Male","AngryMaleWhite2","2","Angry","White","31","2512","4",112,1,0
"4111","Female","HappyFemaleWhite3","3","Happy","White","28","1644","3",112,1,1
"428","Male","DisgustMaleWhite3","5","Disgust","White","15","1768","5",112,1,1
"437","Female","SadFemaleWhite","4","Sad","White","2","5303","4",112,1,1
"447","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1509","6",112,1,1
"457","Female","AngryFemaleWhite","2","Angry","White","6","1086","2",112,1,1
"467","Female","NeutralFemaleWhite","7","Neutral","White","18","2448","7",112,1,1
"477","Female","SadFemaleWhite2","4","Sad","White","4","4683","4",112,1,1
"487","Female","HappyFemaleWhite","3","Happy","White","7","1461","3",112,1,1
"497","Male","FearMaleWhite","1","Fear","White","14","2721","1",112,1,1
"507","Male","HappyMaleWhite","3","Happy","White","1","1639","3",112,1,1
"5111","Male","SurpriseMaleWhite","6","Surprise","White","21","600","1",112,1,0
"528","Male","FearMaleWhite2","1","Fear","White","32","1710","5",112,1,0
"537","Female","DisgustFemaleWhite3","5","Disgust","White","29","2289","5",112,1,1
"547","Male","NeutralMaleWhite2","7","Neutral","White","33","1869","7",112,1,1
"557","Male","SadMaleWhite","4","Sad","White","11","2881","4",112,1,1
"567","Female","AngryFemaleWhite2","2","Angry","White","24","1533","2",112,1,1
"577","Female","DisgustFemaleWhite","5","Disgust","White","25","1531","5",112,1,1
"587","Male","SadMaleWhite2","4","Sad","White","12","2112","4",112,1,1
"597","Female","FearFemaleWhite2","1","Fear","White","23","2258","6",112,1,0
"607","Male","DisgustMaleWhite5","5","Disgust","White","16","2390","5",112,1,1
"229","Female","FearFemaleWhite","1","Fear","White","13","7892","6",113,0,0
"360","Female","SadFemaleWhite2","4","Sad","White","4","3232","4",113,0,1
"429","Female","DisgustFemaleWhite2","5","Disgust","White","26","1371","5",113,0,1
"529","Male","AngryMaleWhite2","2","Angry","White","31","5125","2",113,0,1
"68","Female","NeutralFemaleWhite3","7","Neutral","White","20","1369","7",113,0,1
"78","Female","AngryFemaleWhite","2","Angry","White","6","3587","5",113,0,0
"88","Male","SurpriseMaleWhite","6","Surprise","White","21","1806","6",113,0,1
"98","Female","AngryFemaleWhite2","2","Angry","White","24","1482","7",113,0,0
"108","Female","HappyFemaleWhite2","3","Happy","white","8","2066","3",113,0,1
"118","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1568","6",113,0,1
"128","Female","FearFemaleWhite2","1","Fear","White","23","1282","7",113,0,0
"138","Male","NeutralMaleWhite3","7","Neutral","White","34","1021","7",113,0,1
"148","Male","DisgustMaleWhite3","5","Disgust","White","15","3198","5",113,0,1
"158","Female","SadFemaleWhite","4","Sad","White","2","1494","4",113,0,1
"168","Male","NeutralMaleWhite","7","Neutral","White","30","300","7",113,0,1
"178","Female","NeutralFemaleWhite2","7","Neutral","White","19","961","4",113,0,0
"188","Male","HappyMaleWhite2","3","Happy","White","9","377","7",113,0,0
"198","Male","DisgustMaleWhite5","5","Disgust","White","16","5862","5",113,0,1
"208","Male","SurpriseMaleWhite2","6","Surprise","White","22","1483","6",113,0,1
"2112","Female","HappyFemaleWhite","3","Happy","White","7","1848","3",113,0,1
"2210","Male","HappyMaleWhite","3","Happy","White","1","1116","3",113,0,1
"238","Male","FearMaleWhite","1","Fear","White","14","1102","6",113,0,0
"248","Male","HappyMaleWhite3","3","Happy","White","10","3726","3",113,0,1
"258","Female","DisgustFemaleWhite","5","Disgust","White","25","2043","5",113,0,1
"268","Male","AngryMaleWhite","2","Angry","White","3","1478","2",113,0,1
"2716","Female","NeutralFemaleWhite","7","Neutral","White","18","1496","7",113,0,1
"2816","Male","FearMaleWhite2","1","Fear","White","32","1341","1",113,0,1
"2916","Male","SadMaleWhite","4","Sad","White","11","1409","4",113,0,1
"3016","Male","NeutralMaleWhite2","7","Neutral","White","33","697","7",113,0,1
"3118","Female","DisgustFemaleWhite3","5","Disgust","White","29","1031","1",113,0,0
